CUSTOMER,ITEM,VENDOR,COMMODITY CODE,PRICE Level,UNIT PRICE
R.S.V.P. CATERING,1863895 18" MICROFIBER MOP12/CS  DARK GRAY,8822 RUBBERMAID COMMERCIAL PRODUCTS,WET MOP MICROFIBER,Custom,517160
SAGE LANDON SCHOOL,ACM242 24X2M FOODSERVICE FILM,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,310054
RICHMOND CASH SALES,151 SAFEDGE SPLIT GLS 6OZ0,3370 FORMAN INC,GLASSWARE,Custom,006069
RICHMOND CASH SALES,1/6 57# KRAFT SACK 500/BDL80076  12X7X17,2780 DURO HILEX POLY LLC,BAG SACKS,Custom,010016
RICHMOND CASH SALES,039 WHITE SILVERWARE BAG 2M/CS2.75"X10",8796 BAGCRAFTPAPERCON,BAG SILVERWARE,Custom,010039
RICHMOND CASH SALES,6# KRFT SO BAGS  500/CS 6x3-5/8x11  18406,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,010047
RICHMOND CASH SALES,1/6 40/40 TWIN SACK KRAFT 400/DW40NP4CES 80091,2780 DURO HILEX POLY LLC,BAG SACKS,Custom,010017
DAVID & DAD'S INC,MFKT KIT F K,T-S 250/CSMWPP  WHITE MFKT,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY KITS,Custom,130475
DAVID & DAD'S INC,16# KRAFT SO BAGS 500/CS7-5/8x4-7/8x16 18416 GB16NP5C,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,010140
DAVID & DAD'S INC,8# KRAFT SO BAGS 500/CS6-1/8x4x12-3/8  18408,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY KRAFT,Custom,010153
DAVID & DAD'S INC,32006 DIXIE ULTRA NAPKIN 6M/CSWHITE 2 PLY EASYNAP,3735 GEORGIA-PACIFIC CORPORATION,NAPKINS FOR DISPENSER,Custom,432001
DAVID & DAD'S INC,34440 2PLY 15X16 DINNER NAP,3735 GEORGIA-PACIFIC CORPORATION,NAPKINS DINNER,Custom,434440
DAVID & DAD'S INC,48100 FLAT FACIAL TISSUE 30/CSPREFERENCE  100 SHEETS,3735 GEORGIA-PACIFIC CORPORATION,FACIAL TISSUE,Custom,440009
DAVID & DAD'S INC,46580 ANGEL SOFT CUBE FACIAL  36/CS,3735 GEORGIA-PACIFIC CORPORATION,FACIAL TISSUE,Custom,440467
DAVID & DAD'S INC,16328 SERENITY 5GALCHLOR LOW TEMP SANITIZER,11174 STARCO CHEMICAL CO,RINSE AID,Custom,513886
DAVID & DAD'S INC,15355 RAINBOW RINSE AID 5GALLOW TEMP,11174 STARCO CHEMICAL CO,RINSE AID,Custom,513887
DAVID & DAD'S INC,18730 STORM DISH DETERGENT 5GLLOW TEMP,11174 STARCO CHEMICAL CO,DISH DETERGENT LIQUID,Custom,987414
DAVID & DAD'S INC,20X10X28 Clear Party Tray Bag 250/CS,2080 COMMAND PACKAGING,PARTY TRAY BAGS,Custom,010087
DAVID & DAD'S INC,13X7X13.5 WHITE 65# SHOPPER250/CS  JR MART,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS WHITE,Custom,010130
DAVID & DAD'S INC,12# WHT BAG 500/CS,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY WHITE,Custom,010144
DAVID & DAD'S INC,12# KRAFT SO BAGS 500/CS18412  7-1/8x4-3/8x13-3/4,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY KRAFT,Custom,010156
DAVID & DAD'S INC,533/PLF7 PLN FOIL SANDWICH BAG1M/CS,8796 BAGCRAFTPAPERCON,BAGS FOIL,Custom,010836
RESTOCKIT,SMRE-8 8oz ECOTAINER HOT CUP1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,COMPOSTABLE HOT CUPS,Custom,030151
RESTOCKIT,100APS 1oz Clear Plastic Souffle Cup 50/50/cs,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,031520
RESTOCKIT,PET12 12OZ PET Clear CUP 1M/CS14OZ FLUSH  PTC14-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,100344
RESTOCKIT,WRT900 900' WHITE ROLL TOWEL 6/CSCHESAPEAKE,4401 AMERICAN PAPER CONVERTING,TOWEL ROLL,Custom,453001
RESTOCKIT,PWF-7 BIO FORK 1M/CS20/50 UP TO 190 DEGREES,10200 AMERCARE ROYAL  LLC,CUTLERY BIODEGRADABLE,Custom,151547
RESTOCKIT,NP310A 15X17 2PLY DIN NAP 3M1/8 FOLD WHITE DINNER NAPKIN,10620 ESSITY PROFESSIONAL HYGIENE,NAPKINS DINNER,Custom,430241
RESTOCKIT,PK6SC 6oz DELI CONTAINER 500CS,3120 FABRI KAL CORP.,CONTAINER DELI,Custom,030668
RESTOCKIT,23045Y 10" X-DEEP PIE PAN 400/,8720 PACTIV LLC,ALUMINUM PIE PAN,Custom,370370
RESTOCKIT,PET10 10OZ CLEAR PET CUP 1M/CPTC10-D78,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,100343
RESTOCKIT,9053 3LB  WHITE FOOD TRAY 500,11290 SPECIALTY QUALITY PACKAGING,TRAY FOOD PAPER,Custom,190023
RESTOCKIT,TT2PLY 2PLY T.T. 96/500/CS4X3.5 CHESAPEAKE LABEL,4401 AMERICAN PAPER CONVERTING,TOILET TISSUE TT 2PLY,Custom,461172
RESTOCKIT,10X14 PEACH STEAK PAPER 1M/CS106011,8796 BAGCRAFTPAPERCON,STEAK PAPER,Custom,400309
RESTOCKIT,2COMPT HOAGIE HINGEWARE 250/CSCOMPOSTABLE,3711 ECO-PRODUCTS  PBC,FIBER HINGE,Custom,150300
RESTOCKIT,89460 ENMOTION ROLL TOWEL 6/CS800' WHITE,3735 GEORGIA-PACIFIC CORPORATION,TOWEL ROLL,Custom,458940
RESTOCKIT,M4205B 5oz Black INCREDI BOWL740/CS,570 ANCHOR PACKAGING INC.,CONTAINER MICROWAVE,Custom,323608
RESTOCKIT,CTL-CS-3 PLA LID F/FIBER BOX400/CS,13337 WORLD CENTRIC,FIBER BOWL COMPOSTABLE,Custom,150186
RESTOCKIT,KL500W 5LB WHT FOOD TRAY 2/250,3735 GEORGIA-PACIFIC CORPORATION,TRAY FOOD PAPER,Custom,190032
RESTOCKIT,***M416 16oz MICRO Black CONT252/CS,570 ANCHOR PACKAGING INC.,CONTAINER MICROWAVE,Custom,325019
RESTOCKIT,9PWCR 9" WHT FOAM PLATE 500/CSNON-LAMINATED,2440 DART CONTAINER CORPORATION,PLATES FOAM,Custom,051631
RESTOCKIT,157464 13X16 Black CUTLERY POUCH260/CS DUNILETTO SLIM,2772 DUNI INC.,NAPKINS DINNER,Custom,430983
RESTOCKIT,3515 9X5X3 FAST TOP DIN BX250/CS  WHT/RED DOT,11290 SPECIALTY QUALITY PACKAGING,CARRYOUT TRAYS PAPER,Custom,440502
RESTOCKIT,49148F300N 48oz SQUARE CONTSUGARCANE  300/CS 8X8,10650 SABERT CORPORATION,FIBER BOWL COMPOSTABLE,Custom,088330
RESTOCKIT,51901F300PCRN FLAT LID F/32-48SQ CONT  300/CS,10650 SABERT CORPORATION,DOME LIDS,Custom,088336
RESTOCKIT,D186CLMW WHITE PIZZA SLICECLAMSHELL   220/CS,8720 PACTIV LLC,TRAY FOOD PAPER,Custom,440584
RESTOCKIT,4X6 .002MIL ZIPSEAL BAG 1M/CSF20406 Clear,2862 ELKAY PLASTICS COMPANY,BAG SEALTOP,Custom,490611
RESTOCKIT,12016A500 16oz CLEAR BOWL 500/,10650 SABERT CORPORATION,SINGLE SERVE BOWL/LID,Custom,088221
RESTOCKIT,094 TO GO WINDOW DELI BAG500/CS NATURAL 5.75X2.75X9.5,8796 BAGCRAFTPAPERCON,BAG WINDOW,Custom,010094
RESTOCKIT,52016A500 DOME RD BOWL LID F/812 16oz 500/CS,10650 SABERT CORPORATION,SINGLE SERVE BOWL/LID,Custom,088225
RESTOCKIT,12008A500 8oz Clear BOWL 500/CS,10650 SABERT CORPORATION,SINGLE SERVE BOWL/LID,Custom,088231
RESTOCKIT,PET24 24OZ PET CLEAR CUP 600/CPTC24-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,100347
RESTOCKIT,12# WHT BAG 500/CS,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY WHITE,Custom,010144
RESTOCKIT,345APL 3.25/4/5.5 SOUFFLE LID2500/CS    50/50  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,LIDS SOUFFLE,Custom,031531
RESTOCKIT,UM72STNG SILVER SERVING TONG726.5",10650 SABERT CORPORATION,DISPOSABLE SERVING UTENSILS,Custom,088260
RESTOCKIT,SMRE-16 16oz ECOTAINER HOT CUP1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,COMPOSTABLE HOT CUPS,Custom,030153
RESTOCKIT,LBH-6656 6 CT HINGED CUPCAKECONT HIGH DOME 350/CS 9x7x4,2567 DETROIT FORMING INC.,CLEAR HINGE CONTAINER,Custom,903861
RESTOCKIT,PWSS-07 BIO S-SPOON  1M/CSUP TO 190 DEGREES 1M/CS,10200 AMERCARE ROYAL  LLC,CUTLERY BIODEGRADABLE,Custom,151548
RESTOCKIT,CBD991206 BREAK-UP OVEN CLNR 6AEROSOL FORMERLY MR MUSCLE,10781 DIVERSEY INC,OVEN/GRILL CLEANER,Custom,511136
RESTOCKIT,EMI-PB PARTY BOMBER CLEAR SHOTGLASS 500/CS,2863 EMI YOSHI INC.,DISPOSABLE SHOT CUP,Custom,121950
RESTOCKIT,SMRE-12CB 12oz CARTE BLANC HOTCUP ECOTAINER 1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,COMPOSTABLE HOT CUPS,Custom,030167
RESTOCKIT,7.75" JUMBO Black STRAW WITH CLEARFILM WRAP    4/500/CS,7665 NATIONAL PAPER & PLASTICS CO.,STRAWS WRAPPED,Custom,231081
RESTOCKIT,HAND SOAP WHITE ALMOND 4/1GALPEARLIZED CHESAPEAKE,11158 SPECTRUM SERVICES,SOAP HAND,Custom,510947
RESTOCKIT,4020-70 FULL STEAM PAN MEDIUMALUMINUM  5O/CS,3900 HFA INC.,STEAM PAN ALUMINUM,Custom,374017
RESTOCKIT,LFRFH-32 WHITE HOT LID 500/CSF/DFR32,3190 GRAPHIC PACKAGING INT'L LLC,LID POLYSTYRENE PS FOOD CONTAINER,Custom,030198
RESTOCKIT,PK16SC 16oz CLEAR DELI CONT500/CS,3120 FABRI KAL CORP.,CONTAINER DELI,Custom,031612
RESTOCKIT,GUEST CHECK 210 SINGLE 100/CS100/PAD  100 PADS PER CASE,7660 NATIONAL CHECKING COMPANY,GUEST CHECKS,Custom,290003
RESTOCKIT,GUEST CHECK G3632 GREEN  2500/BOARD 1 PART 50/50,7660 NATIONAL CHECKING COMPANY,GUEST CHECKS,Custom,290016
RESTOCKIT,BO-SC-UBB 32OZ BURRITO BOWL300/CS COMPOSTABLE,13337 WORLD CENTRIC,FIBER BOWL COMPOSTABLE,Custom,150192
RESTOCKIT,PK8SC 8oz CLEAR DELI CONT 500/ MICROWAVEABLE,3120 FABRI KAL CORP.,CONTAINER DELI,Custom,031613
RESTOCKIT,CS85LHX1 1-COMP SQ VENTED LID300/CS CULINARY SQUARE,570 ANCHOR PACKAGING INC.,CONTAINER MICROWAVE,Custom,323002
RESTOCKIT,CS85321B 8.5" SQ BLACK CONTCULINARY SQUARE  300/CS,570 ANCHOR PACKAGING INC.,CONTAINER MICROWAVE,Custom,323003
RESTOCKIT,14X19 PAD-319 WAXED 50/CSHALF SIZE 1-SIDE WAXED,11100 SOUTHERN CHAMPION TRAY CO.,PADS CORRUGATED,Custom,170089
RESTOCKIT,3503 SM TUCK TOP CHICKEN BOX7X5X2.5  250/CS WHT/RED DOT,11290 SPECIALTY QUALITY PACKAGING,CARRYOUT TRAYS PAPER,Custom,440503
RESTOCKIT,LBN-5202 2-CELL CUPCAKE/MUFFINCONT 500/CS 4.6x7.9x4,2567 DETROIT FORMING INC.,CLEAR HINGE CONTAINER,Custom,122143
RESTOCKIT,24X33 8MIC Clear Canliner 20/50/CS12-16 GALLON LI71207,4519 I.B.S. SOLUTIONS CORP,CANLINER HIGH DENSITY ROLL,Custom,502439
RESTOCKIT,PET16 16OZ CLEAR PET CUP 1MPTC16-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,100345
RESTOCKIT,PET9 9OZ PET SQUAT CUP 1M/CSCLEAR   20/50/cs RPET,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,100342
RESTOCKIT,8872 2.5LB Black FOOD TRAY 500,11290 SPECIALTY QUALITY PACKAGING,TRAY FOOD PAPER,Custom,190072
RESTOCKIT,RPTTE24 24oz Clear HINGE CONTWITH LID TAMPER EVIDENT  200/CS,2975 EATERY ESSENTIALS,PET CLEAR HINGE,Custom,123073
RESTOCKIT,0117 4 CUP FIBER TRAY 300/CS4-44oz,11100 SOUTHERN CHAMPION TRAY CO.,TRAY FIBER,Custom,200055
RESTOCKIT,DX906E KRAFT XPRESSNAP 12/500/UNIVERSAL,10620 ESSITY PROFESSIONAL HYGIENE,NAPKINS FOR DISPENSER,Custom,463207
RESTOCKIT,89480 ENMOTION ROLL TOWEL 6/CS800' KRAFT CORE EPA CERT,3735 GEORGIA-PACIFIC CORPORATION,TOWEL ROLL,Custom,458480
RESTOCKIT,ECO-HOAGIE HOAGIE HINGEWARE250/CS   COMPOSTABLE,3711 ECO-PRODUCTS  PBC,FIBER HINGE,Custom,150306
RESTOCKIT,DVH1101 CLEAR HNG SAND WEDGE250/CS,570 ANCHOR PACKAGING INC.,CONTAINER DELI PET,Custom,321101
RESTOCKIT,CHHC12W 12OZ SQUAT WHITE HOT CUP 1M/CS,2975 EATERY ESSENTIALS,CUPS HOT,Custom,030127
RESTOCKIT,11X17 COMPOSTABLE PRODUCE BAGPB1117-0.48  4/800 CS,1115 BIOBAG AMERICAS INC,BAG PRODUCE,Custom,490120
RESTOCKIT,YCI8-1113 9" Clear 3COMP HINGE200/CS,8720 PACTIV LLC,CLEAR HINGE CONTAINER,Custom,121113
RESTOCKIT,RPTTE16N 16OZ Clear HING CONTTAMPER EVIDENT  240/CS,2975 EATERY ESSENTIALS,PET CLEAR HINGE,Custom,123172
RESTOCKIT,MIC10EY 10" 3-COMP BLACK PLATEPLASTIC      500/CS,8720 PACTIV LLC,PLATE IMPACT PLASTIC,Custom,042314
RESTOCKIT,830 10X13 GREEN CK CUSHION FOI4/500 FOIL WRP,8796 BAGCRAFTPAPERCON,FOIL CUSHION,Custom,391307
RESTOCKIT,BLEACH TABLET 2/120CTDISINFECTING/SANITIZER,3861 GREEN KLEAN,DISINFECTANTS,Custom,510792
RESTOCKIT,HWPP Black KIT (F K,T 2PLY)13X17 NAPKIN   250/CS,7142 MAX PACKAGING COMPANY,CUTLERY KITS,Custom,131486
RESTOCKIT,BLACK WRAPPED HWPP TSPOON 1M/C0,10200 AMERCARE ROYAL  LLC,CUTLERY HWPP WRAPPED,Custom,131453
RESTOCKIT,406048 WRP Black HWPP TSPOON 1M/,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY HWPP WRAPPED,Custom,131458
RESTOCKIT,ECO-9-3HW 9" 3COMPT HINGEWARE200/CS KRAFT COMPOSTABLE,3711 ECO-PRODUCTS  PBC,FIBER HINGE,Custom,150124
RESTOCKIT,01510 SCOTT WHT C-FOLD TOWEL12/200CS,5801 KIMBERLY-CLARK INC.,TOWEL C-FOLD,Custom,450151
RESTOCKIT,9CPWCR 9" 3COMP WHITE PLATENON-LAMINATED 500/CS,2440 DART CONTAINER CORPORATION,PLATES FOAM,Custom,051632
RESTOCKIT,LBN-9000 9" 1/2 CLEAR PIE CONT250/CS 9.9x6x2.3,2567 DETROIT FORMING INC.,CLEAR HINGE CONTAINER,Custom,122147
RESTOCKIT,LG POWDER FREE VINYL GLOVE 1M/10/100/CS VFL  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,330936
RESTOCKIT,4X4X4 PINK BAKERY BOX 200/CS,1270 BOXIT CORPORATION,BOX BAKERY CHIPBOARD,Custom,350230
RESTOCKIT,YL2508 8OZ DELITAINER COMBO PK240/CS,8720 PACTIV LLC,CONTAINER DELI,Custom,100095
RESTOCKIT,71037 8/10 OZ WHT FOOD CONT1000/CS,1950 HUHTAMAKI,CONTAINER PAPER FOOD,Custom,040043
RESTOCKIT,8252 CHIX MICROBAN WIPER 150/C13X21 WHITE WITH RED STRIPE MED,1023 BERRY GLOBAL,WIPER FOODSERVICE,Custom,458852
RESTOCKIT,318-40 1/3 DEEP STEAM PAN200/CS,3900 HFA INC.,STEAM PAN ALUMINUM,Custom,370318
RESTOCKIT,EMI-REWG8 8oz 1PC WINE GLASS240/CS,2863 EMI YOSHI INC.,DISPOSABLE WINE GLASS,Custom,120901
RESTOCKIT,YCI8-1120 Clear 8" HINGE CONT1 SECT SMARTLOCK   200/CS,8720 PACTIV LLC,CLEAR HINGE CONTAINER,Custom,120120
RESTOCKIT,4108240D300 24OZ RND PULP BOWL300/CS,10650 SABERT CORPORATION,FIBER BOWL COMPOSTABLE,Custom,088396
RESTOCKIT,DT55GALN 40X42.5 Clear Canliner 1Mil Drawtuff 100/CS IL30928,4519 I.B.S. SOLUTIONS CORP,CANLINER DRAWTUFF,Custom,500115
RESTOCKIT,50162  8oz BUTANE FUEL 12/CSSTOCK,1632 STERNO PRODUCTS LLC,FUEL BUTANE,Custom,550162
RESTOCKIT,CB9911B 9X9 1COMP BASIC CLSHL100/CS CLEAR TOP BLACK BOTTOM,570 ANCHOR PACKAGING INC.,POLYPRO HINGE,Custom,323124
RESTOCKIT,DX900 WHT XPRESSNAP 12/500/CSADVANCED,10620 ESSITY PROFESSIONAL HYGIENE,NAPKINS FOR DISPENSER,Custom,463206
RESTOCKIT,848 12X12 DUBL SHIELD WRAP 4/500  ECOKRAFT  COMPOSTABLE,8796 BAGCRAFTPAPERCON,SANDWICH WRAP,Custom,010848
RESTOCKIT,24X33 6MIC Clear Canliner 20/50/C12-16 GALLON LI71207,4519 I.B.S. SOLUTIONS CORP,CANLINER HIGH DENSITY ROLL,Custom,502431
RESTOCKIT,400APS 4OZ Clear SOUFFLE 2500/50/50 PLASTIC CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,031524
RESTOCKIT,71840 16oz WHT TALL FOOD CONT20/50/CS,1950 HUHTAMAKI,CONTAINER PAPER FOOD,Custom,040041
RESTOCKIT,2"X110 CLEAR TAPE  AP101 36/CS,10892 SHURTAPE TECHNOLOGIES  INC.,TAPE ACRYLIC,Custom,527039
RESTOCKIT,KN95 PROTECTIVE FDA MASK 100/ 10 boxes of 10,7300 MISCELLANEOUS VENDORS ONLY,FACE MASKS,Custom,330614
RESTOCKIT,LBH-9222 12 CUPCAKE CONTAINER100/CS 10.3x13x3.6,2567 DETROIT FORMING INC.,CLEAR HINGE CONTAINER,Custom,122148
RESTOCKIT,43X48 14MIC Clear Canliner 200/CSZ8648HN R01,4075 HERITAGE BAG COMPANY,CANLINER HIGH DENSITY ROLL,Custom,500532
