CUSTOMER,ITEM,VENDOR,COMMODITY CODE,PRICE Level,UNIT PRICE
MISSION BBQ WARMINSTER LLC,126 SAFEDGE COLLINS 11OZ 36/CS,2764 DOT FOODS  INC.,GLASSWARE,Custom,1000.00
MISSION BBQ WARMINSTER LLC,3% CREDIT CARD FEE, , ,Custom,100.00
MISSION BBQ WARMINSTER LLC,Courier1, , ,Custom,1000.00
NORTHERN VA MENTAL HEALTH INS,89460 ENMOTION ROLL TOWEL 6/CS800' WHITE,3735 GEORGIA-PACIFIC CORPORATION,TOWEL ROLL,Custom,72.36
R.S.V.P. CATERING,8804-03 PURELL FOAM GREEN 3/CS1250ML ADX-12 HAND SANITIZER,3790 GOJO INDUSTRIES INC.,SANITIZER HAND,Custom,57.00
R.S.V.P. CATERING,7.75" Black PAPER JUMBO STRAW3200/CS   WRAPPED,4150 HOFFMASTER GROUP INC,STRAWS PAPER,Custom,70.00
R.S.V.P. CATERING,MED PF VINYL GLOVE 1M/C10/100 CLEAR 304340182,3940 HANDGARDS INC,VINYL GLOVES,Custom,83.00
R.S.V.P. CATERING,1863895 18" MICROFIBER MOP12/CS  DARK GRAY,8822 RUBBERMAID COMMERCIAL PRODUCTS,WET MOP MICROFIBER,Custom,95.00
SAGE LANDON SCHOOL,ACM242 24X2M FOODSERVICE FILM,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,16.43
RICHMOND CASH SALES,151 SAFEDGE SPLIT GLS 6OZ0,3370 FORMAN INC,GLASSWARE,Custom,.00
RICHMOND CASH SALES,1/6 57# KRAFT SACK 500/BDL80076  12X7X17,2780 DURO HILEX POLY LLC,BAG SACKS,Custom,32.70
RICHMOND CASH SALES,039 WHITE SILVERWARE BAG 2M/CS2.75"X10",8796 BAGCRAFTPAPERCON,BAG SILVERWARE,Custom,19.70
RICHMOND CASH SALES,6# KRFT SO BAGS  500/CS 6x3-5/8x11  18406,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,9.35
RICHMOND CASH SALES,1/6 40/40 TWIN SACK KRAFT 400/DW40NP4CES 80091,2780 DURO HILEX POLY LLC,BAG SACKS,Custom,51.70
DAVID & DAD'S INC,MFKT KIT F K,T-S 250/CSMWPP  WHITE MFKT,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY KITS,Custom,31.07
DAVID & DAD'S INC,16# KRAFT SO BAGS 500/CS7-5/8x4-7/8x16 18416 GB16NP5C,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,19.27
DAVID & DAD'S INC,8# KRAFT SO BAGS 500/CS6-1/8x4x12-3/8  18408,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY KRAFT,Custom,11.15
DAVID & DAD'S INC,32006 DIXIE ULTRA NAPKIN 6M/CSWHITE 2 PLY EASYNAP,3735 GEORGIA-PACIFIC CORPORATION,NAPKINS FOR DISPENSER,Custom,47.35
DAVID & DAD'S INC,34440 2PLY 15X16 DINNER NAP,3735 GEORGIA-PACIFIC CORPORATION,NAPKINS DINNER,Custom,38.65
DAVID & DAD'S INC,48100 FLAT FACIAL TISSUE 30/CSPREFERENCE  100 SHEETS,3735 GEORGIA-PACIFIC CORPORATION,FACIAL TISSUE,Custom,25.80
DAVID & DAD'S INC,20X10X28 Clear Party Tray Bag 250/CS,2080 COMMAND PACKAGING,PARTY TRAY BAGS,Custom,68.99
DAVID & DAD'S INC,13X7X13.5 WHITE 65# SHOPPER250/CS  JR MART,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS WHITE,Custom,54.84
DAVID & DAD'S INC,12# WHT BAG 500/CS,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY WHITE,Custom,18.58
DAVID & DAD'S INC,12# KRAFT SO BAGS 500/CS18412  7-1/8x4-3/8x13-3/4,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY KRAFT,Custom,14.39
DAVID & DAD'S INC,533/PLF7 PLN FOIL SANDWICH BAG1M/CS,8796 BAGCRAFTPAPERCON,BAGS FOIL,Custom,30.78
DAVID & DAD'S INC,46580 ANGEL SOFT CUBE FACIAL  36/CS,3735 GEORGIA-PACIFIC CORPORATION,FACIAL TISSUE,Custom,1.00
DAVID & DAD'S INC,16328 SERENITY 5GALCHLOR LOW TEMP SANITIZER,11174 STARCO CHEMICAL CO,RINSE AID,Custom,39.94
DAVID & DAD'S INC,15355 RAINBOW RINSE AID 5GALLOW TEMP,11174 STARCO CHEMICAL CO,RINSE AID,Custom,94.82
DAVID & DAD'S INC,18730 STORM DISH DETERGENT 5GLLOW TEMP,11174 STARCO CHEMICAL CO,DISH DETERGENT LIQUID,Custom,65.70
DAVID & DAD'S INC,PET20 20OZ CLEAR PET CUP 1M/CSPTC20-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,66.50
RESTOCKIT,51901F300PCRN FLAT LID F/32-48SQ CONT  300/CS,10650 SABERT CORPORATION,DOME LIDS,Custom,63.42
RESTOCKIT,D186CLMW WHITE PIZZA SLICECLAMSHELL   220/CS,8720 PACTIV LLC,TRAY FOOD PAPER,Custom,31.69
RESTOCKIT,4X6 .002MIL ZIPSEAL BAG 1M/CSF20406 Clear,2862 ELKAY PLASTICS COMPANY,BAG SEALTOP,Custom,9.63
RESTOCKIT,12016A500 16oz CLEAR BOWL 500/,10650 SABERT CORPORATION,SINGLE SERVE BOWL/LID,Custom,49.74
RESTOCKIT,094 TO GO WINDOW DELI BAG500/CS NATURAL 5.75X2.75X9.5,8796 BAGCRAFTPAPERCON,BAG WINDOW,Custom,80.44
RESTOCKIT,52016A500 DOME RD BOWL LID F/812 16oz 500/CS,10650 SABERT CORPORATION,SINGLE SERVE BOWL/LID,Custom,34.43
RESTOCKIT,KL500W 5LB WHT FOOD TRAY 2/250,3735 GEORGIA-PACIFIC CORPORATION,TRAY FOOD PAPER,Custom,24.00
RESTOCKIT,12008A500 8oz Clear BOWL 500/CS,10650 SABERT CORPORATION,SINGLE SERVE BOWL/LID,Custom,42.12
RESTOCKIT,PET24 24OZ PET CLEAR CUP 600/CPTC24-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,41.10
RESTOCKIT,12# WHT BAG 500/CS,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY WHITE,Custom,15.66
RESTOCKIT,345APL 3.25/4/5.5 SOUFFLE LID2500/CS    50/50  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,LIDS SOUFFLE,Custom,26.68
RESTOCKIT,UM72STNG SILVER SERVING TONG726.5",10650 SABERT CORPORATION,DISPOSABLE SERVING UTENSILS,Custom,46.55
RESTOCKIT,SMRE-16 16oz ECOTAINER HOT CUP1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,COMPOSTABLE HOT CUPS,Custom,103.15
RESTOCKIT,LBH-6656 6 CT HINGED CUPCAKECONT HIGH DOME 350/CS 9x7x4,2567 DETROIT FORMING INC.,CLEAR HINGE CONTAINER,Custom,46.84
RESTOCKIT,PWSS-07 BIO S-SPOON  1M/CSUP TO 190 DEGREES 1M/CS,10200 AMERCARE ROYAL  LLC,CUTLERY BIODEGRADABLE,Custom,18.54
RESTOCKIT,CBD991206 BREAK-UP OVEN CLNR 6AEROSOL FORMERLY MR MUSCLE,10781 DIVERSEY INC,OVEN/GRILL CLEANER,Custom,24.33
RESTOCKIT,EMI-PB PARTY BOMBER CLEAR SHOTGLASS 500/CS,2863 EMI YOSHI INC.,DISPOSABLE SHOT CUP,Custom,31.45
RESTOCKIT,SMRE-12CB 12oz CARTE BLANC HOTCUP ECOTAINER 1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,COMPOSTABLE HOT CUPS,Custom,84.37
RESTOCKIT,7.75" JUMBO Black STRAW WITH CLEARFILM WRAP    4/500/CS,7665 NATIONAL PAPER & PLASTICS CO.,STRAWS WRAPPED,Custom,12.69
RESTOCKIT,3PLY PROTECTIVE MASK 300/CS 6 BOXES OF 50,7300 MISCELLANEOUS VENDORS ONLY,FACE MASKS,Custom,104.65
RESTOCKIT,DT55GALN 40X42.5 Clear Canliner 1Mil Drawtuff 100/CS IL30928,4519 I.B.S. SOLUTIONS CORP,CANLINER DRAWTUFF,Custom,19.23
RESTOCKIT,406025 WRP POLYPRO T-SPOON 1M/MWPP  WHITE,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY MWPP WRAPPED,Custom,9.86
RESTOCKIT,318-40 1/3 DEEP STEAM PAN200/CS,3900 HFA INC.,STEAM PAN ALUMINUM,Custom,65.05
RESTOCKIT,RPTTE12 12OZ Clear HING CONT 240TAMPER EVIDENT 5X5.8X2,2975 EATERY ESSENTIALS,PET CLEAR HINGE,Custom,24.23
RESTOCKIT,8252 CHIX MICROBAN WIPER 150/C13X21 WHITE WITH RED STRIPE MED,1023 BERRY GLOBAL,WIPER FOODSERVICE,Custom,25.28
RESTOCKIT,89480 ENMOTION ROLL TOWEL 6/CS800' KRAFT CORE EPA CERT,3735 GEORGIA-PACIFIC CORPORATION,TOWEL ROLL,Custom,53.05
RESTOCKIT,71037 8/10 OZ WHT FOOD CONT1000/CS,1950 HUHTAMAKI,CONTAINER PAPER FOOD,Custom,54.15
RESTOCKIT,DVH1101 CLEAR HNG SAND WEDGE250/CS,570 ANCHOR PACKAGING INC.,CONTAINER DELI PET,Custom,52.74
RESTOCKIT,4108240D300 24OZ RND PULP BOWL300/CS,10650 SABERT CORPORATION,FIBER BOWL COMPOSTABLE,Custom,41.47
RESTOCKIT,406244 HWPS WRP WHT FORK 1M,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY HWPS WRAPPED,Custom,19.08
RESTOCKIT,YCI8-1120 Clear 8" HINGE CONT1 SECT SMARTLOCK   200/CS,8720 PACTIV LLC,CLEAR HINGE CONTAINER,Custom,34.62
RESTOCKIT,HI-LO DISH DETG CONC 4/1GALHAND DISHWASHING CHESAPEAKE,11158 SPECTRUM SERVICES,DISH DETERGENT LIQUID,Custom,18.60
RESTOCKIT,EMI-REWG8 8oz 1PC WINE GLASS240/CS,2863 EMI YOSHI INC.,DISPOSABLE WINE GLASS,Custom,46.04
RESTOCKIT,0117 4 CUP FIBER TRAY 300/CS4-44oz,11100 SOUTHERN CHAMPION TRAY CO.,TRAY FIBER,Custom,27.16
RESTOCKIT,YL2508 8OZ DELITAINER COMBO PK240/CS,8720 PACTIV LLC,CONTAINER DELI,Custom,23.87
RESTOCKIT,11X17 COMPOSTABLE PRODUCE BAGPB1117-0.48  4/800 CS,1115 BIOBAG AMERICAS INC,BAG PRODUCE,Custom,108.98
RESTOCKIT,4X4X4 PINK BAKERY BOX 200/CS,1270 BOXIT CORPORATION,BOX BAKERY CHIPBOARD,Custom,20.98
RESTOCKIT,RPTTE16N 16OZ Clear HING CONTTAMPER EVIDENT  240/CS,2975 EATERY ESSENTIALS,PET CLEAR HINGE,Custom,25.69
RESTOCKIT,LG POWDER FREE VINYL GLOVE 1M/10/100/CS VFL  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,65.27
RESTOCKIT,830 10X13 GREEN CK CUSHION FOI4/500 FOIL WRP,8796 BAGCRAFTPAPERCON,FOIL CUSHION,Custom,66.23
RESTOCKIT,LBN-9000 9" 1/2 CLEAR PIE CONT250/CS 9.9x6x2.3,2567 DETROIT FORMING INC.,CLEAR HINGE CONTAINER,Custom,37.95
RESTOCKIT,ECO-9-3HW 9" 3COMPT HINGEWARE200/CS KRAFT COMPOSTABLE,3711 ECO-PRODUCTS  PBC,FIBER HINGE,Custom,36.81
RESTOCKIT,9CPWCR 9" 3COMP WHITE PLATENON-LAMINATED 500/CS,2440 DART CONTAINER CORPORATION,PLATES FOAM,Custom,15.42
RESTOCKIT,406048 WRP Black HWPP TSPOON 1M/,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY HWPP WRAPPED,Custom,16.60
RESTOCKIT,HWPP Black KIT (F K,T 2PLY)13X17 NAPKIN   250/CS,7142 MAX PACKAGING COMPANY,CUTLERY KITS,Custom,24.24
RESTOCKIT,BLACK WRAPPED HWPP TSPOON 1M/C0,10200 AMERCARE ROYAL  LLC,CUTLERY HWPP WRAPPED,Custom,16.60
RESTOCKIT,40X48 12MIC Clear Canliner 10/25/CS 40-45 GALLON,4519 I.B.S. SOLUTIONS CORP,CANLINER HIGH DENSITY ROLL,Custom,14.63
RESTOCKIT,CXP-3858X 38X58 Black Canliner 100 1.7MIL  COEX MICROBAN 55GAL,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,19.47
RESTOCKIT,89420 700' ENMOTION TOWEL 6/CSFOR RECESSED AND IMPULSE 8 DSP,3735 GEORGIA-PACIFIC CORPORATION,TOWEL ROLL,Custom,54.38
RESTOCKIT,43X48 14MIC Clear Canliner 200/CSZ8648HN R01,4075 HERITAGE BAG COMPANY,CANLINER HIGH DENSITY ROLL,Custom,26.52
RESTOCKIT,MF12/401 12X5280' MILER PVC,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,26.40
RESTOCKIT,LBH-9222 12 CUPCAKE CONTAINER100/CS 10.3x13x3.6,2567 DETROIT FORMING INC.,CLEAR HINGE CONTAINER,Custom,36.16
RESTOCKIT,600255 5.75" Black PAPER STIRRER 8/1600/CS SIPSTICK UNWRP,4150 HOFFMASTER GROUP INC,STIRRER PAPER,Custom,187.36
RESTOCKIT,KN95 PROTECTIVE FDA MASK 100/ 10 boxes of 10,7300 MISCELLANEOUS VENDORS ONLY,FACE MASKS,Custom,172.27
RESTOCKIT,LH4200D 5oz INCREDIBOWL D/LID740/CS,570 ANCHOR PACKAGING INC.,CONTAINER MICROWAVE,Custom,32.01
RESTOCKIT,2"X110 CLEAR TAPE  AP101 36/CS,10892 SHURTAPE TECHNOLOGIES  INC.,TAPE ACRYLIC,Custom,41.90
RESTOCKIT,71870 WHITE VENTED PAPER LID 1M/CS,1950 HUHTAMAKI,PAPER LID FOOD CONTAINER,Custom,101.96
RESTOCKIT,71840 16oz WHT TALL FOOD CONT20/50/CS,1950 HUHTAMAKI,CONTAINER PAPER FOOD,Custom,71.19
RESTOCKIT,C16B 16oz Clear PRESENTA BOWL8/63/CS,2440 DART CONTAINER CORPORATION,SINGLE SERVE BOWL/LID,Custom,97.91
RESTOCKIT,400APS 4OZ Clear SOUFFLE 2500/50/50 PLASTIC CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,34.81
RESTOCKIT,EXTRA LARGE POWDER FREE VINYL GLOVE 1M/10/100/CS VFX  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,65.27
RESTOCKIT,LHRDS-16 WHITE SIP DOME LID1200/CS,3190 GRAPHIC PACKAGING INT'L LLC,LID HOT CUP,Custom,38.82
RESTOCKIT,42712 GENTLE FOAM SOAP 1200ML2/CS,3735 GEORGIA-PACIFIC CORPORATION,SOAP HAND,Custom,33.11
RESTOCKIT,BGW-12B 12oz COMPOSTABLE BOWL1M/CS  KRAFT WHEAT,3711 ECO-PRODUCTS  PBC,FIBER BOWL COMPOSTABLE,Custom,46.76
RESTOCKIT,PWK-7 BIO KNIFE 1M/C 20/50 UP TO 190 DEGREES,10200 AMERCARE ROYAL  LLC,CUTLERY BIODEGRADABLE,Custom,25.40
RESTOCKIT,FL12PET PET FLAT LID 10/100/CWITH  STRAW SLOT CHESAPEAKE,2975 EATERY ESSENTIALS,LIDS COLD CUP,Custom,19.36
RESTOCKIT,RPTTE24 24oz Clear HINGE CONTWITH LID TAMPER EVIDENT  200/CS,2975 EATERY ESSENTIALS,PET CLEAR HINGE,Custom,30.03
RESTOCKIT,T61064CP 64oz TRANS CONTAINER240/CS,1023 BERRY GLOBAL,TUBS BERRY PLASTIC,Custom,99.40
RESTOCKIT,DPZA7BRN 7" PIZZA CARTON WITH PADKRAFT PERSONAL PIZZA 250/CS,8720 PACTIV LLC,BOX PIZZA CHIPBOARD,Custom,49.66
RESTOCKIT,EXTRA LARGE PF GLOVE VINYL 10/100,2485 DAXWELL DISTRIBUTION,VINYL GLOVES,Custom,52.53
RESTOCKIT,SMRE-12 12oz ECOTAINER HOT CUP1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,COMPOSTABLE HOT CUPS,Custom,84.37
RESTOCKIT,SMRE-8 8oz ECOTAINER HOT CUP1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,COMPOSTABLE HOT CUPS,Custom,65.16
RESTOCKIT,24X33 6MIC Clear Canliner 20/50/C12-16 GALLON LI71207,4519 I.B.S. SOLUTIONS CORP,CANLINER HIGH DENSITY ROLL,Custom,12.61
RESTOCKIT,MED POWDER FREE GLOVE VINYL 1M10/100  VFM   CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,65.27
RESTOCKIT,01510 SCOTT WHT C-FOLD TOWEL12/200CS,5801 KIMBERLY-CLARK INC.,TOWEL C-FOLD,Custom,26.08
RESTOCKIT,BLEACH TABLET 2/120CTDISINFECTING/SANITIZER,3861 GREEN KLEAN,DISINFECTANTS,Custom,66.72
RESTOCKIT,MIC10EY 10" 3-COMP BLACK PLATEPLASTIC      500/CS,8720 PACTIV LLC,PLATE IMPACT PLASTIC,Custom,58.95
RESTOCKIT,100APS 1oz Clear Plastic Souffle Cup 50/50/cs,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,18.78
RESTOCKIT,PET12 12OZ PET Clear CUP 1M/CS14OZ FLUSH  PTC14-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,41.10
RESTOCKIT,HAND SOAP WHITE ALMOND 4/1GALPEARLIZED CHESAPEAKE,11158 SPECTRUM SERVICES,SOAP HAND,Custom,16.22
RESTOCKIT,4020-70 FULL STEAM PAN MEDIUMALUMINUM  5O/CS,3900 HFA INC.,STEAM PAN ALUMINUM,Custom,37.15
RESTOCKIT,LFRFH-32 WHITE HOT LID 500/CSF/DFR32,3190 GRAPHIC PACKAGING INT'L LLC,LID POLYSTYRENE PS FOOD CONTAINER,Custom,43.61
RESTOCKIT,PK16SC 16oz CLEAR DELI CONT500/CS,3120 FABRI KAL CORP.,CONTAINER DELI,Custom,29.85
RESTOCKIT,GUEST CHECK 210 SINGLE 100/CS100/PAD  100 PADS PER CASE,7660 NATIONAL CHECKING COMPANY,GUEST CHECKS,Custom,24.67
RESTOCKIT,GUEST CHECK G3632 GREEN  2500/BOARD 1 PART 50/50,7660 NATIONAL CHECKING COMPANY,GUEST CHECKS,Custom,17.36
RESTOCKIT,848 12X12 DUBL SHIELD WRAP 4/500  ECOKRAFT  COMPOSTABLE,8796 BAGCRAFTPAPERCON,SANDWICH WRAP,Custom,52.32
RESTOCKIT,CT-SC-U2 32oz Rectangular Fiber Container 400/cs,13337 WORLD CENTRIC,FIBER BOWL COMPOSTABLE,Custom,63.22
RESTOCKIT,200APL 2OZ SOUFFLE LID 2500/CS2OZ AND 1.5OZ  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,LIDS SOUFFLE,Custom,19.61
RESTOCKIT,DX900 WHT XPRESSNAP 12/500/CSADVANCED,10620 ESSITY PROFESSIONAL HYGIENE,NAPKINS FOR DISPENSER,Custom,42.44
RESTOCKIT,305-35  10" PIE PAN 200/CS,3900 HFA INC.,ALUMINUM PIE PAN,Custom,42.61
RESTOCKIT,CB9911B 9X9 1COMP BASIC CLSHL100/CS CLEAR TOP BLACK BOTTOM,570 ANCHOR PACKAGING INC.,POLYPRO HINGE,Custom,55.54
RESTOCKIT,40X48 16MIC Clear Canliner 10/25/CS 40-45 GALLON,4519 I.B.S. SOLUTIONS CORP,CANLINER HIGH DENSITY ROLL,Custom,19.98
RESTOCKIT,50162  8oz BUTANE FUEL 12/CSSTOCK,1632 STERNO PRODUCTS LLC,FUEL BUTANE,Custom,14.32
